"participant","complete","amp_recognition_response","gender","age","modern_racism_scale_total","mean_rating","IAT_mean_RT","IAT_perc_acc","IAT_exclude_based_on_fast_trials","AMP_mean_RT","AMP_perc_acc","AMP_neutral_perc_acc","AMP_race_perc_acc","AMP_diff","exclude","condition","IAT_condition","block_order","task_order"
170517619,TRUE,"I don't know","female",34,20,4.17,863,0.95,FALSE,458,0.39,0.52,0.26,-0.26,FALSE,3,"Race IAT","congruent","SCIAT first"
170728421,TRUE,"Only black faces","female",26,12,4.33,760,0.98,FALSE,663,0.76,0.8,0.72,-0.0800000000000001,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
173599777,TRUE,"Both white and black faces","female",31,13,4,1311,0.89,FALSE,660,0.52,0.52,0.52,0,FALSE,1,"Race IAT","congruent","ratings first"
177873328,TRUE,"Only black faces","female",52,19,4,1080,0.98,FALSE,347,0.94,0.9,0.98,0.08,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
179396886,TRUE,"I don't know","female",20,21,4,967,0.89,FALSE,381,0.72,0.8,0.64,-0.16,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
184209640,TRUE,"Only black faces","female",31,15,4.17,789,0.98,FALSE,511,0.99,0.98,1,0.02,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
185393516,TRUE,"Only black faces","male",42,29,6,1673,0.9,FALSE,565,0.71,0.66,0.76,0.1,FALSE,4,"Race IAT","incongruent","SCIAT first"
186625632,TRUE,"Both white and black faces","male",34,18,4.5,864,0.97,FALSE,846,0.76,0.82,0.7,-0.12,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
192468605,TRUE,"Only black faces","female",27,16,5.67,868,0.95,FALSE,391,0.99,1,0.98,-0.02,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
193965097,TRUE,"Only black faces","female",50,14,5,1190,0.99,FALSE,922,0.62,0.68,0.56,-0.12,FALSE,1,"Race IAT","congruent","ratings first"
197153490,TRUE,"I don't know","female",48,22,4,1067,0.99,FALSE,581,1,1,1,0,FALSE,2,"Race IAT","incongruent","ratings first"
203269528,TRUE,"Only black faces","male",57,18,3.67,870,0.99,FALSE,536,0.95,0.92,0.98,0.0599999999999999,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
208045783,TRUE,"Only white faces","male",33,33,7,1363,0.48,TRUE,1250,0.56,0.52,0.6,0.08,TRUE,7,"Flowers-Insects IAT","congruent","SCIAT first"
209248199,TRUE,"Only black faces","male",18,21,3,942,0.96,FALSE,556,0.45,0.48,0.42,-0.06,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
209849636,TRUE,"Only black faces","female",62,22,4,976,0.92,FALSE,461,0.91,0.9,0.92,0.02,FALSE,4,"Race IAT","incongruent","SCIAT first"
213541838,TRUE,"Only black faces","female",58,17,4,830,0.97,FALSE,1139,0.56,0.52,0.6,0.08,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
217157613,TRUE,"Only black faces","female",45,13,4,1140,0.82,FALSE,444,0.85,0.8,0.9,0.1,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
217879621,TRUE,"Only black faces","female",53,21,4.5,977,0.98,FALSE,651,0.5,0.44,0.56,0.12,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
223782864,TRUE,"Only black faces","male",24,22,2.83,771,0.96,FALSE,1463,0.36,0.48,0.24,-0.24,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
225589697,TRUE,"Only black faces","male",34,11,4.33,1017,0.92,FALSE,533,0.56,0.58,0.54,-0.0399999999999999,FALSE,1,"Race IAT","congruent","ratings first"
229660102,TRUE,"Only black faces","male",33,22,4,703,0.9,FALSE,437,0.95,0.98,0.92,-0.0599999999999999,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
231421624,TRUE,"Only black faces","male",47,34,6,1926,0.82,FALSE,571,0.45,0.08,0.82,0.74,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
231468360,TRUE,"Only black faces","female",64,18,4.17,1094,0.99,FALSE,651,0.93,0.9,0.96,0.0599999999999999,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
232322329,TRUE,"Only black faces","male",40,15,5,1027,0.97,FALSE,347,0.72,0.82,0.62,-0.2,FALSE,1,"Race IAT","congruent","ratings first"
233138542,TRUE,"Only black faces","male",18,16,4,873,0.92,FALSE,756,0.47,0.42,0.52,0.1,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
236853641,TRUE,"Only black faces","male",38,16,5.67,816,0.98,FALSE,941,0.53,0.5,0.56,0.0600000000000001,FALSE,1,"Race IAT","congruent","ratings first"
236983681,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,"Race IAT","congruent","ratings first"
242161283,TRUE,"I don't know","female",33,19,5,798,0.96,FALSE,511,0.82,0.78,0.86,0.08,FALSE,3,"Race IAT","congruent","SCIAT first"
243305644,TRUE,"Only black faces","female",44,14,6,855,0.96,FALSE,389,0.98,0.96,1,0.04,FALSE,4,"Race IAT","incongruent","SCIAT first"
243683755,TRUE,"Both white and black faces","male",20,12,4.67,891,0.95,FALSE,548,0.84,0.84,0.84,0,FALSE,3,"Race IAT","congruent","SCIAT first"
244725458,TRUE,"Only black faces","male",26,27,3.17,781,0.96,FALSE,338,0.54,1,0.08,-0.92,FALSE,2,"Race IAT","incongruent","ratings first"
245285388,TRUE,"Only black faces","female",23,16,6,855,0.98,FALSE,674,0.71,0.74,0.68,-0.0599999999999999,FALSE,4,"Race IAT","incongruent","SCIAT first"
263959953,TRUE,"Both white and black faces","male",40,10,4,776,1,FALSE,694,0.72,0.62,0.82,0.2,FALSE,1,"Race IAT","congruent","ratings first"
264311860,TRUE,"Only black faces","male",25,16,4,1185,0.99,FALSE,367,0.58,0.62,0.54,-0.08,FALSE,4,"Race IAT","incongruent","SCIAT first"
265294892,TRUE,"Only black faces","female",21,10,5.5,625,0.93,FALSE,544,0.89,0.92,0.86,-0.0600000000000001,FALSE,4,"Race IAT","incongruent","SCIAT first"
268217651,TRUE,"Both white and black faces","male",18,17,5,638,0.91,FALSE,554,0.51,0.56,0.46,-0.1,FALSE,3,"Race IAT","congruent","SCIAT first"
270390590,TRUE,"Only black faces","male",21,15,4,767,0.89,FALSE,746,0.62,0.62,0.62,0,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
272952339,TRUE,"Only black faces","male",40,22,6,1529,0.79,FALSE,229,0.69,0.6,0.78,0.18,FALSE,3,"Race IAT","congruent","SCIAT first"
274851162,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,"Race IAT","incongruent","ratings first"
275081757,TRUE,"I don't know","male",31,13,4.83,795,0.95,FALSE,391,1,1,1,0,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
275625584,TRUE,"Only black faces","female",25,11,5.33,716,0.97,FALSE,799,0.85,0.88,0.82,-0.0600000000000001,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
277769444,TRUE,"Both white and black faces","male",40,22,5.33,343,0.45,TRUE,2486,0.38,0.44,0.32,-0.12,TRUE,4,"Race IAT","incongruent","SCIAT first"
278872382,TRUE,"Only black faces","female",40,13,4.5,875,0.97,FALSE,448,0.72,0.7,0.74,0.04,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
284817422,TRUE,"Both white and black faces","female",22,12,4.5,645,0.87,FALSE,706,0.71,0.72,0.7,-0.02,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
285780293,TRUE,"Only black faces","female",37,13,4.33,832,0.98,FALSE,697,0.6,0.68,0.52,-0.16,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
286215415,TRUE,"Both white and black faces","male",40,35,7,333,0.48,TRUE,124,0.58,0.58,0.58,0,TRUE,7,"Flowers-Insects IAT","congruent","SCIAT first"
291323111,TRUE,"Both white and black faces","male",56,16,4.17,759,0.98,FALSE,805,0.57,0.58,0.56,-0.0199999999999999,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
292775163,TRUE,"Only black faces","female",32,18,7,776,0.99,FALSE,383,0.52,0.14,0.9,0.76,FALSE,3,"Race IAT","congruent","SCIAT first"
293509812,TRUE,"I don't know","male",47,11,4.67,837,0.97,FALSE,665,0.76,0.78,0.74,-0.04,FALSE,4,"Race IAT","incongruent","SCIAT first"
295215975,TRUE,"Both white and black faces","male",24,23,4,852,0.79,FALSE,543,0.59,0.64,0.54,-0.1,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
297379570,TRUE,"Only black faces","female",54,13,4,647,0.94,FALSE,480,0.79,0.76,0.82,0.0599999999999999,FALSE,2,"Race IAT","incongruent","ratings first"
299510817,TRUE,"Only black faces","male",52,25,3.67,978,0.97,FALSE,1722,0.72,0.84,0.6,-0.24,FALSE,1,"Race IAT","congruent","ratings first"
301062341,TRUE,"Only black faces","female",39,15,4.33,885,0.94,FALSE,424,0.7,0.66,0.74,0.08,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
301126861,TRUE,"Only black faces","male",35,12,5.67,994,0.95,FALSE,943,0.74,0.76,0.72,-0.04,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
301636904,TRUE,"Both white and black faces","female",18,16,3.83,811,0.96,FALSE,790,0.74,0.84,0.64,-0.2,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
303695708,TRUE,"Both white and black faces","female",30,23,4.67,787,0.95,FALSE,546,0.8,0.74,0.86,0.12,FALSE,4,"Race IAT","incongruent","SCIAT first"
304170822,TRUE,"Only black faces","male",27,15,4.5,906,0.9,FALSE,701,0.65,0.6,0.7,0.1,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
308076154,TRUE,"I don't know","male",39,19,4.67,1324,0.95,FALSE,663,0.27,0.36,0.18,-0.18,FALSE,2,"Race IAT","incongruent","ratings first"
308675497,TRUE,"Only black faces","female",21,19,6,850,0.93,FALSE,307,0.9,0.88,0.92,0.04,FALSE,1,"Race IAT","congruent","ratings first"
310573074,TRUE,"Only black faces","female",44,15,4,925,0.99,FALSE,306,1,1,1,0,FALSE,2,"Race IAT","incongruent","ratings first"
312881666,TRUE,"Only black faces","female",28,15,4,753,0.99,FALSE,529,0.53,0.44,0.62,0.18,FALSE,2,"Race IAT","incongruent","ratings first"
313078267,TRUE,"Only black faces","male",22,17,4,823,0.92,FALSE,426,0.8,0.86,0.74,-0.12,FALSE,3,"Race IAT","congruent","SCIAT first"
318408013,TRUE,"Only black faces","male",19,20,4,764,0.98,FALSE,638,0.79,0.7,0.88,0.18,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
333916318,TRUE,"Only black faces","male",36,15,4.5,794,0.93,FALSE,814,0.68,0.74,0.62,-0.12,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
334319290,TRUE,"Both white and black faces","male",41,26,6.33,1561,0.93,FALSE,768,0.62,0.44,0.8,0.36,FALSE,2,"Race IAT","incongruent","ratings first"
335414447,TRUE,"Both white and black faces","male",21,17,4,670,0.89,FALSE,258,0.82,0.7,0.94,0.24,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
338205134,TRUE,"Only black faces","female",37,16,4.17,1347,0.92,FALSE,792,0.5,0.54,0.46,-0.08,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
341550014,TRUE,"Both white and black faces","male",39,27,4,665,0.99,FALSE,286,0.92,0.86,0.98,0.12,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
341993925,TRUE,"Only black faces","male",51,34,2,3080,0.9,FALSE,1351,0.44,0.16,0.72,0.56,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
344885281,TRUE,"Only black faces","female",52,24,4,1646,0.96,FALSE,974,0.84,1,0.68,-0.32,FALSE,1,"Race IAT","congruent","ratings first"
348914134,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,"Flowers-Insects IAT","incongruent","ratings first"
351071339,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"Race IAT","congruent","SCIAT first"
352023639,TRUE,"Only black faces","female",52,20,4.17,675,0.99,FALSE,585,0.95,0.96,0.94,-0.02,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
352811895,TRUE,"Only black faces","male",35,29,5.5,1992,0.92,FALSE,2601,0.66,0.98,0.34,-0.64,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
355103961,TRUE,"Only black faces","male",51,17,4.5,970,0.98,FALSE,592,0.5,0.5,0.5,0,FALSE,1,"Race IAT","congruent","ratings first"
356003525,TRUE,"Only black faces","male",62,19,2.67,836,0.98,FALSE,847,0.32,0.34,0.3,-0.04,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
356499709,TRUE,"Only black faces","female",49,14,5,748,0.98,FALSE,335,0.41,0.36,0.46,0.1,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
356506405,TRUE,"Only black faces","female",24,15,4.5,698,0.9,FALSE,614,0.63,0.7,0.56,-0.14,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
357833947,TRUE,"Both white and black faces","male",42,32,6.5,373,0.47,TRUE,125,0.59,0.6,0.58,-0.02,TRUE,3,"Race IAT","congruent","SCIAT first"
358852524,TRUE,"I don't know","female",29,18,4,743,0.94,FALSE,293,0.9,0.86,0.94,0.08,FALSE,4,"Race IAT","incongruent","SCIAT first"
359403198,TRUE,"Only black faces","female",52,21,4,1161,0.91,FALSE,427,0.56,0.6,0.52,-0.08,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
360350912,TRUE,"Only black faces","male",33,18,4,796,0.96,FALSE,156,0.59,0.54,0.64,0.1,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
364027369,TRUE,"Only black faces","female",44,14,5.17,804,0.98,FALSE,677,0.6,0.32,0.88,0.56,FALSE,1,"Race IAT","congruent","ratings first"
367057467,TRUE,"Only black faces","male",40,27,5.67,2166,0.99,FALSE,944,0.58,0.96,0.2,-0.76,FALSE,3,"Race IAT","congruent","SCIAT first"
368314325,TRUE,"Only black faces","male",40,13,4.67,811,0.99,FALSE,662,0.51,0.44,0.58,0.14,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
373357770,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,"Race IAT","incongruent","ratings first"
373537581,TRUE,"Only black faces","female",38,21,4.83,930,0.98,FALSE,569,0.82,0.72,0.92,0.2,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
379858517,TRUE,"Only black faces","male",25,17,4.67,1319,0.92,FALSE,427,0.83,0.84,0.82,-0.02,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
381268263,TRUE,"Only black faces","female",34,15,3.67,890,0.89,FALSE,662,0.46,0.4,0.52,0.12,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
383361592,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
384369698,TRUE,"Only black faces","female",29,15,6,794,0.96,FALSE,214,0.61,0.66,0.56,-0.1,FALSE,2,"Race IAT","incongruent","ratings first"
386397022,TRUE,"I don't know","male",38,30,6,1385,0.98,FALSE,626,0.74,0.5,0.98,0.48,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
388399433,TRUE,"Only black faces","female",44,21,5.67,826,0.97,FALSE,899,0.67,0.66,0.68,0.02,FALSE,1,"Race IAT","congruent","ratings first"
389159334,TRUE,"Both white and black faces","male",42,35,7,1035,0.69,TRUE,405,0.71,0.72,0.7,-0.02,TRUE,6,"Flowers-Insects IAT","incongruent","ratings first"
394214338,TRUE,"Only black faces","female",41,14,5.5,557,0.82,FALSE,279,0.82,0.8,0.84,0.0399999999999999,FALSE,2,"Race IAT","incongruent","ratings first"
395182951,TRUE,"Only black faces","female",57,23,3.83,697,0.99,FALSE,304,0.78,0.78,0.78,0,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
396865635,TRUE,"Only black faces","female",33,20,4,939,0.92,FALSE,674,1,1,1,0,FALSE,3,"Race IAT","congruent","SCIAT first"
401264406,TRUE,"Only black faces","female",18,14,3.5,771,0.9,FALSE,363,0.78,0.8,0.76,-0.04,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
408211722,TRUE,"Both white and black faces","male",38,23,5.67,1601,0.97,FALSE,907,0.55,0.94,0.16,-0.78,FALSE,2,"Race IAT","incongruent","ratings first"
408288075,TRUE,"Both white and black faces","male",48,24,6,1055,1,FALSE,683,0.35,0.34,0.36,0.02,FALSE,3,"Race IAT","congruent","SCIAT first"
409119403,TRUE,"Only black faces","male",43,35,7,1593,0.91,FALSE,832,0.29,0.34,0.24,-0.1,FALSE,3,"Race IAT","congruent","SCIAT first"
413137442,TRUE,"Only black faces","female",28,15,4,840,0.91,FALSE,403,0.92,0.88,0.96,0.08,FALSE,2,"Race IAT","incongruent","ratings first"
413266568,TRUE,"I don't know","female",32,18,4.17,681,0.96,FALSE,591,0.6,0.62,0.58,-0.04,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
414936969,TRUE,"Only black faces","male",60,17,5.33,913,0.99,FALSE,569,0.54,0.1,0.98,0.88,FALSE,1,"Race IAT","congruent","ratings first"
416358122,TRUE,"Only black faces","female",42,15,4.83,1015,0.98,FALSE,917,0.64,0.72,0.56,-0.16,FALSE,2,"Race IAT","incongruent","ratings first"
417244357,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,"Flowers-Insects IAT","congruent","ratings first"
426592903,TRUE,"I don't know","male",34,13,4.83,896,0.83,FALSE,338,0.67,0.48,0.86,0.38,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
427662069,TRUE,"I don't know","female",51,25,4,994,0.98,FALSE,844,0.48,0.48,0.48,0,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
432673528,TRUE,"Both white and black faces","male",24,13,4,775,0.95,FALSE,421,0.99,0.98,1,0.02,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
433479376,TRUE,"Only black faces","female",23,15,5.83,836,0.96,FALSE,380,1,1,1,0,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
