"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials"
365107000,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",27,22,FALSE
365107000,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",27,22,FALSE
365107000,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",27,22,FALSE
451169438,1,5,"Flowers-Insects IAT","incongruent","ratings first","male",23,15,FALSE
451169438,2,5,"Flowers-Insects IAT","incongruent","ratings first","male",23,15,FALSE
451169438,3,6,"Flowers-Insects IAT","incongruent","ratings first","male",23,15,FALSE
451169438,4,3,"Flowers-Insects IAT","incongruent","ratings first","male",23,15,FALSE
451169438,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",23,15,FALSE
451169438,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",23,15,FALSE
480358378,1,6,"Race IAT","incongruent","ratings first","female",51,14,FALSE
480358378,2,6,"Race IAT","incongruent","ratings first","female",51,14,FALSE
480358378,3,6,"Race IAT","incongruent","ratings first","female",51,14,FALSE
480358378,4,6,"Race IAT","incongruent","ratings first","female",51,14,FALSE
480358378,5,6,"Race IAT","incongruent","ratings first","female",51,14,FALSE
480358378,6,6,"Race IAT","incongruent","ratings first","female",51,14,FALSE
677718263,1,4,"Flowers-Insects IAT","congruent","SCIAT first","male",52,13,FALSE
677718263,2,4,"Flowers-Insects IAT","congruent","SCIAT first","male",52,13,FALSE
677718263,3,4,"Flowers-Insects IAT","congruent","SCIAT first","male",52,13,FALSE
677718263,4,4,"Flowers-Insects IAT","congruent","SCIAT first","male",52,13,FALSE
677718263,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",52,13,FALSE
677718263,6,4,"Flowers-Insects IAT","congruent","SCIAT first","male",52,13,FALSE
738315478,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,12,FALSE
738315478,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,12,FALSE
738315478,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,12,FALSE
738315478,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,12,FALSE
738315478,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,12,FALSE
738315478,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,12,FALSE
255323643,1,4,"Race IAT","congruent","SCIAT first","male",44,16,FALSE
255323643,2,4,"Race IAT","congruent","SCIAT first","male",44,16,FALSE
255323643,3,4,"Race IAT","congruent","SCIAT first","male",44,16,FALSE
255323643,4,4,"Race IAT","congruent","SCIAT first","male",44,16,FALSE
255323643,5,4,"Race IAT","congruent","SCIAT first","male",44,16,FALSE
255323643,6,4,"Race IAT","congruent","SCIAT first","male",44,16,FALSE
900241257,1,4,"Race IAT","congruent","ratings first","female",24,11,FALSE
900241257,2,4,"Race IAT","congruent","ratings first","female",24,11,FALSE
900241257,3,4,"Race IAT","congruent","ratings first","female",24,11,FALSE
900241257,4,4,"Race IAT","congruent","ratings first","female",24,11,FALSE
900241257,5,4,"Race IAT","congruent","ratings first","female",24,11,FALSE
900241257,6,4,"Race IAT","congruent","ratings first","female",24,11,FALSE
76994235,1,6,"Race IAT","congruent","SCIAT first","female",52,15,FALSE
76994235,2,6,"Race IAT","congruent","SCIAT first","female",52,15,FALSE
76994235,3,7,"Race IAT","congruent","SCIAT first","female",52,15,FALSE
76994235,4,6,"Race IAT","congruent","SCIAT first","female",52,15,FALSE
76994235,5,7,"Race IAT","congruent","SCIAT first","female",52,15,FALSE
76994235,6,5,"Race IAT","congruent","SCIAT first","female",52,15,FALSE
688207919,1,5,"Flowers-Insects IAT","congruent","SCIAT first","female",53,12,FALSE
688207919,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",53,12,FALSE
688207919,3,6,"Flowers-Insects IAT","congruent","SCIAT first","female",53,12,FALSE
688207919,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",53,12,FALSE
688207919,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",53,12,FALSE
688207919,6,3,"Flowers-Insects IAT","congruent","SCIAT first","female",53,12,FALSE
105966407,1,2,"Flowers-Insects IAT","congruent","SCIAT first","male",22,12,FALSE
105966407,2,2,"Flowers-Insects IAT","congruent","SCIAT first","male",22,12,FALSE
105966407,3,3,"Flowers-Insects IAT","congruent","SCIAT first","male",22,12,FALSE
105966407,4,5,"Flowers-Insects IAT","congruent","SCIAT first","male",22,12,FALSE
105966407,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",22,12,FALSE
105966407,6,3,"Flowers-Insects IAT","congruent","SCIAT first","male",22,12,FALSE
521731217,1,6,"Race IAT","congruent","ratings first","male",29,18,FALSE
521731217,2,6,"Race IAT","congruent","ratings first","male",29,18,FALSE
521731217,3,5,"Race IAT","congruent","ratings first","male",29,18,FALSE
521731217,4,4,"Race IAT","congruent","ratings first","male",29,18,FALSE
521731217,5,4,"Race IAT","congruent","ratings first","male",29,18,FALSE
521731217,6,5,"Race IAT","congruent","ratings first","male",29,18,FALSE
582207697,1,6,"Race IAT","congruent","ratings first","female",30,15,FALSE
582207697,2,6,"Race IAT","congruent","ratings first","female",30,15,FALSE
582207697,3,6,"Race IAT","congruent","ratings first","female",30,15,FALSE
582207697,4,4,"Race IAT","congruent","ratings first","female",30,15,FALSE
582207697,5,5,"Race IAT","congruent","ratings first","female",30,15,FALSE
582207697,6,6,"Race IAT","congruent","ratings first","female",30,15,FALSE
319349222,1,3,"Flowers-Insects IAT","incongruent","ratings first","male",19,19,FALSE
319349222,2,5,"Flowers-Insects IAT","incongruent","ratings first","male",19,19,FALSE
319349222,3,6,"Flowers-Insects IAT","incongruent","ratings first","male",19,19,FALSE
319349222,4,6,"Flowers-Insects IAT","incongruent","ratings first","male",19,19,FALSE
319349222,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",19,19,FALSE
319349222,6,5,"Flowers-Insects IAT","incongruent","ratings first","male",19,19,FALSE
971096856,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,12,FALSE
971096856,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,12,FALSE
971096856,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,12,FALSE
971096856,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,12,FALSE
971096856,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,12,FALSE
971096856,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,12,FALSE
76771109,1,4,"Flowers-Insects IAT","congruent","ratings first","male",22,14,FALSE
76771109,2,4,"Flowers-Insects IAT","congruent","ratings first","male",22,14,FALSE
76771109,3,4,"Flowers-Insects IAT","congruent","ratings first","male",22,14,FALSE
76771109,4,4,"Flowers-Insects IAT","congruent","ratings first","male",22,14,FALSE
76771109,5,4,"Flowers-Insects IAT","congruent","ratings first","male",22,14,FALSE
76771109,6,4,"Flowers-Insects IAT","congruent","ratings first","male",22,14,FALSE
408203981,1,3,"Flowers-Insects IAT","congruent","ratings first","female",35,14,FALSE
408203981,2,4,"Flowers-Insects IAT","congruent","ratings first","female",35,14,FALSE
408203981,3,3,"Flowers-Insects IAT","congruent","ratings first","female",35,14,FALSE
408203981,4,4,"Flowers-Insects IAT","congruent","ratings first","female",35,14,FALSE
408203981,5,4,"Flowers-Insects IAT","congruent","ratings first","female",35,14,FALSE
408203981,6,5,"Flowers-Insects IAT","congruent","ratings first","female",35,14,FALSE
