"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials"
116822016,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,23,FALSE
116822016,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,23,FALSE
116822016,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,23,FALSE
116822016,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,23,FALSE
644775899,1,4,"Race IAT","congruent","SCIAT first","female",39,19,FALSE
644775899,2,4,"Race IAT","congruent","SCIAT first","female",39,19,FALSE
644775899,3,4,"Race IAT","congruent","SCIAT first","female",39,19,FALSE
644775899,4,4,"Race IAT","congruent","SCIAT first","female",39,19,FALSE
644775899,5,4,"Race IAT","congruent","SCIAT first","female",39,19,FALSE
644775899,6,4,"Race IAT","congruent","SCIAT first","female",39,19,FALSE
45897747,1,5,"Race IAT","congruent","SCIAT first","female",29,17,FALSE
45897747,2,4,"Race IAT","congruent","SCIAT first","female",29,17,FALSE
45897747,3,5,"Race IAT","congruent","SCIAT first","female",29,17,FALSE
45897747,4,5,"Race IAT","congruent","SCIAT first","female",29,17,FALSE
45897747,5,5,"Race IAT","congruent","SCIAT first","female",29,17,FALSE
45897747,6,4,"Race IAT","congruent","SCIAT first","female",29,17,FALSE
613796132,1,4,"Race IAT","incongruent","SCIAT first","female",31,19,FALSE
613796132,2,4,"Race IAT","incongruent","SCIAT first","female",31,19,FALSE
613796132,3,4,"Race IAT","incongruent","SCIAT first","female",31,19,FALSE
613796132,4,4,"Race IAT","incongruent","SCIAT first","female",31,19,FALSE
613796132,5,4,"Race IAT","incongruent","SCIAT first","female",31,19,FALSE
613796132,6,4,"Race IAT","incongruent","SCIAT first","female",31,19,FALSE
445085567,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",23,14,FALSE
445085567,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",23,14,FALSE
445085567,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",23,14,FALSE
445085567,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",23,14,FALSE
445085567,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",23,14,FALSE
445085567,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",23,14,FALSE
700011012,1,5,"Race IAT","incongruent","SCIAT first","male",53,19,FALSE
700011012,2,5,"Race IAT","incongruent","SCIAT first","male",53,19,FALSE
700011012,3,5,"Race IAT","incongruent","SCIAT first","male",53,19,FALSE
700011012,4,5,"Race IAT","incongruent","SCIAT first","male",53,19,FALSE
700011012,5,5,"Race IAT","incongruent","SCIAT first","male",53,19,FALSE
700011012,6,5,"Race IAT","incongruent","SCIAT first","male",53,19,FALSE
906784166,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
896250499,1,4,"Race IAT","congruent","SCIAT first","female",42,18,FALSE
896250499,2,4,"Race IAT","congruent","SCIAT first","female",42,18,FALSE
896250499,3,4,"Race IAT","congruent","SCIAT first","female",42,18,FALSE
896250499,4,4,"Race IAT","congruent","SCIAT first","female",42,18,FALSE
896250499,5,4,"Race IAT","congruent","SCIAT first","female",42,18,FALSE
896250499,6,4,"Race IAT","congruent","SCIAT first","female",42,18,FALSE
995011576,1,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,19,FALSE
995011576,2,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,19,FALSE
995011576,3,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,19,FALSE
995011576,4,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,19,FALSE
995011576,5,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,19,FALSE
995011576,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,19,FALSE
204542560,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",42,18,FALSE
204542560,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",42,18,FALSE
204542560,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",42,18,FALSE
204542560,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",42,18,FALSE
204542560,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",42,18,FALSE
204542560,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",42,18,FALSE
169236538,1,4,"Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,2,4,"Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,3,4,"Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,4,4,"Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,5,4,"Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,6,4,"Race IAT","incongruent","ratings first","male",37,11,FALSE
398489489,1,4,"Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,2,4,"Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,3,4,"Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,4,4,"Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,5,4,"Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,6,4,"Race IAT","congruent","ratings first","female",32,15,FALSE
549996272,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female ",47,19,FALSE
549996272,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female ",47,19,FALSE
549996272,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female ",47,19,FALSE
549996272,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female ",47,19,FALSE
549996272,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female ",47,19,FALSE
549996272,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female ",47,19,FALSE
305219912,1,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",54,26,FALSE
305219912,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",54,26,FALSE
305219912,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",54,26,FALSE
305219912,4,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",54,26,FALSE
305219912,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",54,26,FALSE
305219912,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",54,26,FALSE
884258753,1,6,"Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,2,6,"Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,3,6,"Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,4,6,"Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,5,6,"Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,6,6,"Race IAT","congruent","ratings first","31",31,10,FALSE
599651811,1,4,"Race IAT","congruent","SCIAT first","female",39,18,FALSE
599651811,2,4,"Race IAT","congruent","SCIAT first","female",39,18,FALSE
599651811,3,4,"Race IAT","congruent","SCIAT first","female",39,18,FALSE
599651811,4,4,"Race IAT","congruent","SCIAT first","female",39,18,FALSE
599651811,5,4,"Race IAT","congruent","SCIAT first","female",39,18,FALSE
599651811,6,4,"Race IAT","congruent","SCIAT first","female",39,18,FALSE
64634778,1,4,"Race IAT","incongruent","ratings first","female",25,11,FALSE
64634778,2,4,"Race IAT","incongruent","ratings first","female",25,11,FALSE
64634778,3,4,"Race IAT","incongruent","ratings first","female",25,11,FALSE
64634778,4,4,"Race IAT","incongruent","ratings first","female",25,11,FALSE
64634778,5,4,"Race IAT","incongruent","ratings first","female",25,11,FALSE
64634778,6,4,"Race IAT","incongruent","ratings first","female",25,11,FALSE
274582324,1,5,"Race IAT","incongruent","SCIAT first","female",34,15,FALSE
274582324,2,4,"Race IAT","incongruent","SCIAT first","female",34,15,FALSE
274582324,3,4,"Race IAT","incongruent","SCIAT first","female",34,15,FALSE
274582324,4,4,"Race IAT","incongruent","SCIAT first","female",34,15,FALSE
274582324,5,5,"Race IAT","incongruent","SCIAT first","female",34,15,FALSE
274582324,6,5,"Race IAT","incongruent","SCIAT first","female",34,15,FALSE
467903513,1,4,"Race IAT","congruent","ratings first","female",29,17,FALSE
467903513,2,4,"Race IAT","congruent","ratings first","female",29,17,FALSE
467903513,3,4,"Race IAT","congruent","ratings first","female",29,17,FALSE
467903513,4,4,"Race IAT","congruent","ratings first","female",29,17,FALSE
467903513,5,4,"Race IAT","congruent","ratings first","female",29,17,FALSE
467903513,6,4,"Race IAT","congruent","ratings first","female",29,17,FALSE
22506001,1,6,"Race IAT","congruent","ratings first","male",24,15,FALSE
22506001,2,4,"Race IAT","congruent","ratings first","male",24,15,FALSE
22506001,3,5,"Race IAT","congruent","ratings first","male",24,15,FALSE
22506001,4,4,"Race IAT","congruent","ratings first","male",24,15,FALSE
22506001,5,4,"Race IAT","congruent","ratings first","male",24,15,FALSE
22506001,6,5,"Race IAT","congruent","ratings first","male",24,15,FALSE
92276310,1,6,"Flowers-Insects IAT","incongruent","ratings first","male",29,28,FALSE
92276310,2,6,"Flowers-Insects IAT","incongruent","ratings first","male",29,28,FALSE
92276310,3,6,"Flowers-Insects IAT","incongruent","ratings first","male",29,28,FALSE
92276310,4,6,"Flowers-Insects IAT","incongruent","ratings first","male",29,28,FALSE
92276310,5,7,"Flowers-Insects IAT","incongruent","ratings first","male",29,28,FALSE
92276310,6,6,"Flowers-Insects IAT","incongruent","ratings first","male",29,28,FALSE
682937112,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
682937112,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
682937112,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
682937112,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
682937112,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
682937112,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
43912010,1,4,"Race IAT","incongruent","ratings first","male",24,12,FALSE
43912010,2,5,"Race IAT","incongruent","ratings first","male",24,12,FALSE
43912010,3,6,"Race IAT","incongruent","ratings first","male",24,12,FALSE
43912010,4,3,"Race IAT","incongruent","ratings first","male",24,12,FALSE
43912010,5,4,"Race IAT","incongruent","ratings first","male",24,12,FALSE
43912010,6,6,"Race IAT","incongruent","ratings first","male",24,12,FALSE
102983176,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",62,19,FALSE
102983176,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",62,19,FALSE
102983176,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",62,19,FALSE
102983176,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",62,19,FALSE
102983176,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",62,19,FALSE
102983176,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",62,19,FALSE
106054635,1,4,"Race IAT","congruent","SCIAT first","female ",38,13,FALSE
106054635,2,4,"Race IAT","congruent","SCIAT first","female ",38,13,FALSE
106054635,3,4,"Race IAT","congruent","SCIAT first","female ",38,13,FALSE
106054635,4,5,"Race IAT","congruent","SCIAT first","female ",38,13,FALSE
106054635,5,5,"Race IAT","congruent","SCIAT first","female ",38,13,FALSE
106054635,6,4,"Race IAT","congruent","SCIAT first","female ",38,13,FALSE
781128104,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,15,FALSE
781128104,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,15,FALSE
781128104,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,15,FALSE
781128104,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,15,FALSE
781128104,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,15,FALSE
781128104,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,15,FALSE
619115057,1,5,"Race IAT","congruent","ratings first","female",26,16,FALSE
619115057,2,5,"Race IAT","congruent","ratings first","female",26,16,FALSE
619115057,3,5,"Race IAT","congruent","ratings first","female",26,16,FALSE
619115057,4,5,"Race IAT","congruent","ratings first","female",26,16,FALSE
619115057,5,6,"Race IAT","congruent","ratings first","female",26,16,FALSE
619115057,6,6,"Race IAT","congruent","ratings first","female",26,16,FALSE
573871758,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",45,17,FALSE
573871758,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",45,17,FALSE
573871758,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",45,17,FALSE
573871758,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",45,17,FALSE
573871758,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",45,17,FALSE
573871758,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",45,17,FALSE
732621860,1,4,"Race IAT","incongruent","SCIAT first","female",30,15,FALSE
732621860,2,4,"Race IAT","incongruent","SCIAT first","female",30,15,FALSE
732621860,3,4,"Race IAT","incongruent","SCIAT first","female",30,15,FALSE
732621860,4,4,"Race IAT","incongruent","SCIAT first","female",30,15,FALSE
732621860,5,4,"Race IAT","incongruent","SCIAT first","female",30,15,FALSE
732621860,6,4,"Race IAT","incongruent","SCIAT first","female",30,15,FALSE
384221432,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,18,FALSE
384221432,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,18,FALSE
384221432,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,18,FALSE
384221432,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,18,FALSE
384221432,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,18,FALSE
384221432,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,18,FALSE
65123836,1,4,"Race IAT","incongruent","SCIAT first","male",25,15,FALSE
65123836,2,5,"Race IAT","incongruent","SCIAT first","male",25,15,FALSE
65123836,3,4,"Race IAT","incongruent","SCIAT first","male",25,15,FALSE
65123836,4,5,"Race IAT","incongruent","SCIAT first","male",25,15,FALSE
65123836,5,5,"Race IAT","incongruent","SCIAT first","male",25,15,FALSE
65123836,6,4,"Race IAT","incongruent","SCIAT first","male",25,15,FALSE
471007684,1,4,"Race IAT","incongruent","SCIAT first","female",31,15,FALSE
471007684,2,4,"Race IAT","incongruent","SCIAT first","female",31,15,FALSE
471007684,3,4,"Race IAT","incongruent","SCIAT first","female",31,15,FALSE
471007684,4,4,"Race IAT","incongruent","SCIAT first","female",31,15,FALSE
471007684,5,4,"Race IAT","incongruent","SCIAT first","female",31,15,FALSE
471007684,6,4,"Race IAT","incongruent","SCIAT first","female",31,15,FALSE
954456004,1,4,"Race IAT","incongruent","SCIAT first","female",35,12,FALSE
954456004,2,4,"Race IAT","incongruent","SCIAT first","female",35,12,FALSE
954456004,3,4,"Race IAT","incongruent","SCIAT first","female",35,12,FALSE
954456004,4,4,"Race IAT","incongruent","SCIAT first","female",35,12,FALSE
954456004,5,4,"Race IAT","incongruent","SCIAT first","female",35,12,FALSE
954456004,6,4,"Race IAT","incongruent","SCIAT first","female",35,12,FALSE
486506647,1,5,"Flowers-Insects IAT","congruent","SCIAT first","female",32,15,FALSE
486506647,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",32,15,FALSE
486506647,3,5,"Flowers-Insects IAT","congruent","SCIAT first","female",32,15,FALSE
486506647,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",32,15,FALSE
486506647,5,5,"Flowers-Insects IAT","congruent","SCIAT first","female",32,15,FALSE
486506647,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",32,15,FALSE
827785702,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",24,17,FALSE
827785702,2,3,"Flowers-Insects IAT","incongruent","ratings first","female",24,17,FALSE
827785702,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",24,17,FALSE
827785702,4,5,"Flowers-Insects IAT","incongruent","ratings first","female",24,17,FALSE
827785702,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",24,17,FALSE
827785702,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",24,17,FALSE
294127425,1,4,"Race IAT","congruent","ratings first","male",40,18,FALSE
294127425,2,4,"Race IAT","congruent","ratings first","male",40,18,FALSE
294127425,3,4,"Race IAT","congruent","ratings first","male",40,18,FALSE
294127425,4,4,"Race IAT","congruent","ratings first","male",40,18,FALSE
294127425,5,4,"Race IAT","congruent","ratings first","male",40,18,FALSE
294127425,6,4,"Race IAT","congruent","ratings first","male",40,18,FALSE
129848145,1,3,"Race IAT","congruent","ratings first","female",27,20,FALSE
129848145,2,3,"Race IAT","congruent","ratings first","female",27,20,FALSE
129848145,3,4,"Race IAT","congruent","ratings first","female",27,20,FALSE
129848145,4,3,"Race IAT","congruent","ratings first","female",27,20,FALSE
129848145,5,3,"Race IAT","congruent","ratings first","female",27,20,FALSE
129848145,6,3,"Race IAT","congruent","ratings first","female",27,20,FALSE
641206241,1,4,"Race IAT","congruent","ratings first","female",24,15,FALSE
641206241,2,4,"Race IAT","congruent","ratings first","female",24,15,FALSE
641206241,3,3,"Race IAT","congruent","ratings first","female",24,15,FALSE
641206241,4,4,"Race IAT","congruent","ratings first","female",24,15,FALSE
641206241,5,5,"Race IAT","congruent","ratings first","female",24,15,FALSE
641206241,6,5,"Race IAT","congruent","ratings first","female",24,15,FALSE
539375907,1,4,"Race IAT","congruent","SCIAT first","male",24,24,FALSE
539375907,2,4,"Race IAT","congruent","SCIAT first","male",24,24,FALSE
539375907,3,4,"Race IAT","congruent","SCIAT first","male",24,24,FALSE
539375907,4,5,"Race IAT","congruent","SCIAT first","male",24,24,FALSE
539375907,5,4,"Race IAT","congruent","SCIAT first","male",24,24,FALSE
539375907,6,4,"Race IAT","congruent","SCIAT first","male",24,24,FALSE
855686521,1,5,"Race IAT","congruent","ratings first","female",31,18,FALSE
855686521,2,4,"Race IAT","congruent","ratings first","female",31,18,FALSE
855686521,3,3,"Race IAT","congruent","ratings first","female",31,18,FALSE
855686521,4,4,"Race IAT","congruent","ratings first","female",31,18,FALSE
855686521,5,4,"Race IAT","congruent","ratings first","female",31,18,FALSE
855686521,6,5,"Race IAT","congruent","ratings first","female",31,18,FALSE
620965256,1,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",44,15,FALSE
620965256,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",44,15,FALSE
620965256,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",44,15,FALSE
620965256,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",44,15,FALSE
620965256,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",44,15,FALSE
620965256,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",44,15,FALSE
563072740,1,4,"Race IAT","incongruent","SCIAT first","female",33,20,FALSE
563072740,2,4,"Race IAT","incongruent","SCIAT first","female",33,20,FALSE
563072740,3,4,"Race IAT","incongruent","SCIAT first","female",33,20,FALSE
563072740,4,4,"Race IAT","incongruent","SCIAT first","female",33,20,FALSE
563072740,5,4,"Race IAT","incongruent","SCIAT first","female",33,20,FALSE
563072740,6,4,"Race IAT","incongruent","SCIAT first","female",33,20,FALSE
519817233,1,4,"Race IAT","congruent","ratings first","male",37,13,FALSE
519817233,2,4,"Race IAT","congruent","ratings first","male",37,13,FALSE
519817233,3,4,"Race IAT","congruent","ratings first","male",37,13,FALSE
519817233,4,4,"Race IAT","congruent","ratings first","male",37,13,FALSE
519817233,5,4,"Race IAT","congruent","ratings first","male",37,13,FALSE
519817233,6,4,"Race IAT","congruent","ratings first","male",37,13,FALSE
126336192,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,FALSE
126336192,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,FALSE
126336192,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,FALSE
126336192,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,FALSE
126336192,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,FALSE
126336192,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,FALSE
438898549,1,4,"Flowers-Insects IAT","congruent","ratings first","male",39,27,FALSE
438898549,2,5,"Flowers-Insects IAT","congruent","ratings first","male",39,27,FALSE
438898549,3,3,"Flowers-Insects IAT","congruent","ratings first","male",39,27,FALSE
438898549,4,3,"Flowers-Insects IAT","congruent","ratings first","male",39,27,FALSE
438898549,5,4,"Flowers-Insects IAT","congruent","ratings first","male",39,27,FALSE
438898549,6,5,"Flowers-Insects IAT","congruent","ratings first","male",39,27,FALSE
819540299,1,7,"Race IAT","congruent","SCIAT first","male",35,13,FALSE
819540299,2,7,"Race IAT","congruent","SCIAT first","male",35,13,FALSE
819540299,3,7,"Race IAT","congruent","SCIAT first","male",35,13,FALSE
819540299,4,7,"Race IAT","congruent","SCIAT first","male",35,13,FALSE
819540299,5,7,"Race IAT","congruent","SCIAT first","male",35,13,FALSE
819540299,6,7,"Race IAT","congruent","SCIAT first","male",35,13,FALSE
962627857,1,5,"Race IAT","congruent","ratings first","female",40,21,FALSE
962627857,2,5,"Race IAT","congruent","ratings first","female",40,21,FALSE
962627857,3,5,"Race IAT","congruent","ratings first","female",40,21,FALSE
962627857,4,5,"Race IAT","congruent","ratings first","female",40,21,FALSE
962627857,5,5,"Race IAT","congruent","ratings first","female",40,21,FALSE
962627857,6,5,"Race IAT","congruent","ratings first","female",40,21,FALSE
842849993,1,4,"Race IAT","congruent","ratings first","female",47,16,FALSE
842849993,2,4,"Race IAT","congruent","ratings first","female",47,16,FALSE
842849993,3,4,"Race IAT","congruent","ratings first","female",47,16,FALSE
842849993,4,4,"Race IAT","congruent","ratings first","female",47,16,FALSE
842849993,5,4,"Race IAT","congruent","ratings first","female",47,16,FALSE
842849993,6,4,"Race IAT","congruent","ratings first","female",47,16,FALSE
728685931,1,4,"Race IAT","congruent","SCIAT first","male",47,19,FALSE
728685931,2,4,"Race IAT","congruent","SCIAT first","male",47,19,FALSE
728685931,3,5,"Race IAT","congruent","SCIAT first","male",47,19,FALSE
728685931,4,5,"Race IAT","congruent","SCIAT first","male",47,19,FALSE
728685931,5,4,"Race IAT","congruent","SCIAT first","male",47,19,FALSE
728685931,6,6,"Race IAT","congruent","SCIAT first","male",47,19,FALSE
986250624,1,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",53,19,FALSE
986250624,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",53,19,FALSE
986250624,3,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",53,19,FALSE
986250624,4,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",53,19,FALSE
986250624,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",53,19,FALSE
986250624,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",53,19,FALSE
862519812,1,4,"Race IAT","incongruent","SCIAT first","female",20,16,FALSE
862519812,2,4,"Race IAT","incongruent","SCIAT first","female",20,16,FALSE
862519812,3,4,"Race IAT","incongruent","SCIAT first","female",20,16,FALSE
862519812,4,4,"Race IAT","incongruent","SCIAT first","female",20,16,FALSE
862519812,5,4,"Race IAT","incongruent","SCIAT first","female",20,16,FALSE
862519812,6,4,"Race IAT","incongruent","SCIAT first","female",20,16,FALSE
265685730,1,4,"Race IAT","incongruent","ratings first","male",41,21,FALSE
265685730,2,4,"Race IAT","incongruent","ratings first","male",41,21,FALSE
265685730,3,4,"Race IAT","incongruent","ratings first","male",41,21,FALSE
265685730,4,4,"Race IAT","incongruent","ratings first","male",41,21,FALSE
265685730,5,4,"Race IAT","incongruent","ratings first","male",41,21,FALSE
265685730,6,4,"Race IAT","incongruent","ratings first","male",41,21,FALSE
106620885,1,6,"Flowers-Insects IAT","congruent","ratings first","female",29,14,FALSE
106620885,2,6,"Flowers-Insects IAT","congruent","ratings first","female",29,14,FALSE
106620885,3,6,"Flowers-Insects IAT","congruent","ratings first","female",29,14,FALSE
106620885,4,4,"Flowers-Insects IAT","congruent","ratings first","female",29,14,FALSE
106620885,5,6,"Flowers-Insects IAT","congruent","ratings first","female",29,14,FALSE
106620885,6,7,"Flowers-Insects IAT","congruent","ratings first","female",29,14,FALSE
517726855,1,6,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE
517726855,2,6,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE
517726855,3,3,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE
517726855,4,4,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE
517726855,5,3,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE
517726855,6,5,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE
207614447,1,5,"Flowers-Insects IAT","congruent","SCIAT first","male",27,16,TRUE
207614447,2,5,"Flowers-Insects IAT","congruent","SCIAT first","male",27,16,TRUE
207614447,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",27,16,TRUE
207614447,4,5,"Flowers-Insects IAT","congruent","SCIAT first","male",27,16,TRUE
207614447,5,5,"Flowers-Insects IAT","congruent","SCIAT first","male",27,16,TRUE
207614447,6,5,"Flowers-Insects IAT","congruent","SCIAT first","male",27,16,TRUE
862861193,1,5,"Race IAT","congruent","ratings first","female",50,11,FALSE
862861193,2,3,"Race IAT","congruent","ratings first","female",50,11,FALSE
862861193,3,3,"Race IAT","congruent","ratings first","female",50,11,FALSE
862861193,4,7,"Race IAT","congruent","ratings first","female",50,11,FALSE
862861193,5,6,"Race IAT","congruent","ratings first","female",50,11,FALSE
862861193,6,5,"Race IAT","congruent","ratings first","female",50,11,FALSE
540105130,1,4,"Race IAT","incongruent","ratings first","male",23,21,FALSE
540105130,2,3,"Race IAT","incongruent","ratings first","male",23,21,FALSE
540105130,3,4,"Race IAT","incongruent","ratings first","male",23,21,FALSE
540105130,4,4,"Race IAT","incongruent","ratings first","male",23,21,FALSE
540105130,5,4,"Race IAT","incongruent","ratings first","male",23,21,FALSE
540105130,6,4,"Race IAT","incongruent","ratings first","male",23,21,FALSE
396485092,1,5,"Race IAT","incongruent","SCIAT first","female",35,14,FALSE
396485092,2,5,"Race IAT","incongruent","SCIAT first","female",35,14,FALSE
396485092,3,6,"Race IAT","incongruent","SCIAT first","female",35,14,FALSE
396485092,4,6,"Race IAT","incongruent","SCIAT first","female",35,14,FALSE
396485092,5,5,"Race IAT","incongruent","SCIAT first","female",35,14,FALSE
396485092,6,6,"Race IAT","incongruent","SCIAT first","female",35,14,FALSE
561545994,1,3,"Race IAT","incongruent","ratings first","male",35,15,FALSE
561545994,2,5,"Race IAT","incongruent","ratings first","male",35,15,FALSE
561545994,3,6,"Race IAT","incongruent","ratings first","male",35,15,FALSE
561545994,4,5,"Race IAT","incongruent","ratings first","male",35,15,FALSE
561545994,5,3,"Race IAT","incongruent","ratings first","male",35,15,FALSE
561545994,6,4,"Race IAT","incongruent","ratings first","male",35,15,FALSE
667960884,1,4,"Race IAT","incongruent","SCIAT first","male",34,15,FALSE
667960884,2,5,"Race IAT","incongruent","SCIAT first","male",34,15,FALSE
667960884,3,5,"Race IAT","incongruent","SCIAT first","male",34,15,FALSE
667960884,4,5,"Race IAT","incongruent","SCIAT first","male",34,15,FALSE
667960884,5,5,"Race IAT","incongruent","SCIAT first","male",34,15,FALSE
667960884,6,5,"Race IAT","incongruent","SCIAT first","male",34,15,FALSE
