"date","time","group","subject","build","amp_recognition_response","amp_recognition_latency",""
"041318","14:24:39","7","843153391","4.0.10.0","Only black faces","13402",""
"041318","19:28:13","3","179396886","4.0.10.0","I don't know","25443",""
"041318","19:29:38","1","413266568","4.0.10.0","I don't know","14237",""
"041318","19:31:50","2","942324321","4.0.10.0","Only black faces","10905",""
"041318","19:31:13","6","919092868","4.0.10.0","Only black faces","10940",""
"041318","13:31:55","5","906073171","4.0.10.0","Only black faces","10403",""
"041318","19:32:15","8","490524599","4.0.10.0","Both white and black faces","7274",""
"041318","14:33:01","4","856760907","4.0.10.0","Only black faces","10821",""
"041318","19:34:24","3","243305644","4.0.10.0","Only black faces","14220",""
"041318","14:34:49","3","897461333","4.0.10.0","Only black faces","9938",""
"041318","14:35:20","4","723398734","4.0.10.0","Only black faces","10426",""
"041318","19:36:39","4","158868420","4.0.10.0","I don't know","27854",""
"041318","19:37:14","7","469898792","4.0.10.0","I don't know","23406",""
"041318","19:38:05","1","459708386","4.0.10.0","Only black faces","11159",""
"041318","19:38:17","7","668360398","4.0.10.0","Only black faces","9716",""
"041318","14:40:27","3","933269461","4.0.10.0","Only black faces","7813",""
"041318","13:41:01","7","528645024","4.0.10.0","Only black faces","11279",""
"041318","19:43:48","7","17654798","4.0.10.0","Only black faces","7463",""
"041318","21:44:13","5","318408013","4.0.10.0","Only black faces","8279",""
"041318","14:45:14","6","606092254","4.0.10.0","Only black faces","8766",""
"041318","19:46:12","2","197153490","4.0.10.0","I don't know","26304",""
"041318","19:46:42","1","754969591","4.0.10.0","Only black faces","23291",""
"041318","19:47:08","1","752193079","4.0.10.0","Only black faces","7004",""
"041318","14:48:02","3","954702142","4.0.10.0","Only black faces","7448",""
"041318","13:49:45","7","408288075","4.0.10.0","Both white and black faces","8297",""
"041318","14:50:24","5","863811247","4.0.10.0","Only black faces","13970",""
"041318","14:50:45","6","532086590","4.0.10.0","Only black faces","4448",""
"041318","14:51:00","2","975448919","4.0.10.0","Only black faces","7641",""
"041318","19:51:20","1","698092745","4.0.10.0","Both white and black faces","7429",""
"041318","14:55:09","3","356506405","4.0.10.0","Only black faces","7776",""
"041318","19:54:38","5","242161283","4.0.10.0","I don't know","19132",""
"041318","14:55:20","4","992132586","4.0.10.0","Only black faces","7940",""
"041318","19:58:49","4","225589697","4.0.10.0","Only black faces","8357",""
"041318","19:59:09","5","270390590","4.0.10.0","Only black faces","9129",""
"041318","13:01:51","6","676606712","4.0.10.0","I don't know","12270",""
"041318","20:07:35","1","295215975","4.0.10.0","Both white and black faces","13870",""
"041318","15:09:40","8","728008339","4.0.10.0","Only black faces","9411",""
"041318","15:11:36","2","549478871","4.0.10.0","Only black faces","6390",""
"041318","20:12:29","7","193965097","4.0.10.0","Only black faces","8541",""
"041318","15:14:03","4","177873328","4.0.10.0","Only black faces","9858",""
"041318","12:15:30","7","757161678","4.0.10.0","Only black faces","17242",""
"041318","15:15:40","3","265294892","4.0.10.0","Only black faces","7436",""
"041318","14:17:05","6","494187998","4.0.10.0","Only black faces","12626",""
"041318","20:18:49","2","489831608","4.0.10.0","Only black faces","13721",""
"041318","15:20:16","1","47494535","4.0.10.0","Only black faces","7202",""
"041318","20:22:11","6","592488477","4.0.10.0","Only black faces","6643",""
"041318","20:22:02","1","956708556","4.0.10.0","Both white and black faces","17815",""
"041318","11:22:56","4","124394901","4.0.10.0","I don't know","9394",""
"041318","20:23:23","7","473496045","4.0.10.0","Only black faces","8351",""
"041318","12:24:43","7","304170822","4.0.10.0","Only black faces","11810",""
"041318","15:25:03","5","902210692","4.0.10.0","Only black faces","7193",""
"041318","20:25:24","5","437174994","4.0.10.0","Only black faces","17607",""
"041318","15:27:58","2","112388191","4.0.10.0","Only black faces","17661",""
"041318","20:28:20","8","826236667","4.0.10.0","Only black faces","9755",""
"041318","20:29:08","7","301062341","4.0.10.0","Only black faces","11489",""
"041318","20:30:37","4","849747613","4.0.10.0","Both white and black faces","15391",""
"041318","20:31:35","5","531963939","4.0.10.0","Both white and black faces","14522",""
"041318","15:33:12","6","589588938","4.0.10.0","Only black faces","7607",""
"041318","20:36:20","6","35155488","4.0.10.0","Only black faces","10386",""
"041318","20:36:28","5","616623005","4.0.10.0","Only black faces","29960",""
"041318","15:37:15","8","508358502","4.0.10.0","Only black faces","8811",""
"041318","15:35:52","1","773667785","4.0.10.0","Both white and black faces","7915",""
"041318","20:39:45","1","388399433","4.0.10.0","Only black faces","17250",""
"041318","15:41:52","4","976684141","4.0.10.0","Only black faces","9588",""
"041318","12:41:49","8","233138542","4.0.10.0","Only black faces","16487",""
"041318","20:42:30","3","364027369","4.0.10.0","Only black faces","8845",""
"041318","11:42:07","3","722910150","4.0.10.0","Only black faces","7635",""
"041318","15:43:20","2","910709565","4.0.10.0","Only black faces","8694",""
"041318","15:36:54","1","119258866","4.0.10.0","Only black faces","26120",""
"041318","20:44:49","5","623699005","4.0.10.0","Only black faces","8875",""
"041318","15:45:04","1","445551724","4.0.10.0","Only black faces","11893",""
"041318","20:46:02","7","184209640","4.0.10.0","Only black faces","10253",""
"041318","15:50:04","5","357833947","4.0.10.0","Both white and black faces","9164",""
"041318","20:49:48","8","498983412","4.0.10.0","I don't know","14387",""
"041318","20:53:20","8","285780293","4.0.10.0","Only black faces","10806",""
"041318","15:54:53","4","874928319","4.0.10.0","Only white faces","10383",""
"041318","20:55:24","7","856223037","4.0.10.0","Only black faces","8931",""
"041318","20:56:54","2","916705010","4.0.10.0","Only black faces","7874",""
"041318","20:57:42","6","654828403","4.0.10.0","Only black faces","13945",""
"041318","20:58:28","6","884023079","4.0.10.0","Only black faces","7006",""
"041318","20:58:44","1","106891760","4.0.10.0","Only black faces","13441",""
"041318","12:58:54","5","529922704","4.0.10.0","I don't know","7636",""
"041318","21:01:25","4","751941141","4.0.10.0","Only black faces","5351",""
"041318","13:02:21","3","584916902","4.0.10.0","I don't know","14103",""
"041318","13:04:47","8","551859719","4.0.10.0","Both white and black faces","10692",""
"041318","15:04:55","2","217157613","4.0.10.0","Only black faces","11251",""
"041318","16:05:06","7","623330752","4.0.10.0","Both white and black faces","4741",""
"041318","15:05:17","3","69472683","4.0.10.0","Only black faces","10029",""
"041318","13:05:43","8","358852524","4.0.10.0","I don't know","7171",""
"041318","16:06:49","2","335414447","4.0.10.0","Both white and black faces","7392",""
"041318","16:09:24","3","688482992","4.0.10.0","Only black faces","10938",""
"041318","15:08:54","7","170427007","4.0.10.0","Only black faces","7472",""
"041318","21:09:33","5","890059509","4.0.10.0","Only black faces","16401",""
"041318","15:10:12","3","512402392","4.0.10.0","Only black faces","8825",""
"041318","21:10:58","8","590508781","4.0.10.0","Only black faces","8016",""
"041318","16:11:06","6","299510817","4.0.10.0","Only black faces","9827",""
"041318","21:12:01","5","493145820","4.0.10.0","Only black faces","7941",""
"041318","21:12:59","6","510630059","4.0.10.0","I don't know","13486",""
"041318","13:14:37","1","590882837","4.0.10.0","Both white and black faces","18038",""
"041318","21:19:40","2","472584680","4.0.10.0","I don't know","12458",""
"041318","21:21:14","5","338205134","4.0.10.0","Only black faces","10075",""
"041318","21:20:01","8","292775163","4.0.10.0","Only black faces","11192",""
"041318","16:20:40","6","754325798","4.0.10.0","Only black faces","12580",""
"041318","21:20:54","2","631866447","4.0.10.0","I don't know","15008",""
"041318","21:21:29","2","142042644","4.0.10.0","Only black faces","18753",""
"041318","21:23:16","7","650740867","4.0.10.0","Only black faces","9766",""
"041318","16:23:17","4","394214338","4.0.10.0","Only black faces","5774",""
"041318","13:23:17","1","803208871","4.0.10.0","Only black faces","15101",""
"041318","21:23:56","3","433615812","4.0.10.0","Only black faces","44701",""
"041318","21:25:02","5","170517619","4.0.10.0","I don't know","13686",""
"041318","16:26:05","2","913472146","4.0.10.0","Only black faces","9915",""
"041318","16:26:29","1","901746794","4.0.10.0","Only black faces","18694",""
"041318","22:27:42","6","815726993","4.0.10.0","Only black faces","10507",""
"041318","15:27:47","4","832135924","4.0.10.0","I don't know","13579",""
"041318","21:29:10","3","902827843","4.0.10.0","Only black faces","9505",""
"041318","16:32:39","2","534208930","4.0.10.0","Only black faces","4841",""
"041318","21:35:03","8","344885281","4.0.10.0","Only black faces","28085",""
"041318","21:36:29","8","603568106","4.0.10.0","Only black faces","13906",""
"041318","15:36:40","6","341993925","4.0.10.0","Only black faces","6958",""
"041318","13:36:58","3","275625584","4.0.10.0","Only black faces","7681",""
"041318","21:37:57","1","46122356","4.0.10.0","I don't know","52732",""
"041318","16:38:26","8","657581302","4.0.10.0","Both white and black faces","23754",""
"041318","21:38:39","4","395182951","4.0.10.0","Only black faces","13778",""
"041318","16:39:16","3","677521782","4.0.10.0","Only black faces","7092",""
"041318","21:39:20","7","301126861","4.0.10.0","Only black faces","8910",""
"041318","13:40:08","6","509722057","4.0.10.0","Only black faces","6212",""
"041318","21:41:28","6","701329033","4.0.10.0","Both white and black faces","21544",""
"041318","15:43:37","6","360350912","4.0.10.0","Only black faces","6232",""
"041318","21:44:57","3","869435036","4.0.10.0","Only black faces","13553",""
"041318","21:47:01","3","618560763","4.0.10.0","Only black faces","10451",""
"041318","16:49:22","1","866702155","4.0.10.0","Only black faces","8027",""
"041318","21:50:30","6","203269528","4.0.10.0","Only black faces","9718",""
"041318","16:52:04","5","297379570","4.0.10.0","Only black faces","9988",""
"041318","21:52:04","7","799541504","4.0.10.0","I don't know","17637",""
"041318","15:52:33","8","379858517","4.0.10.0","Only black faces","19877",""
"041318","16:54:39","2","135131748","4.0.10.0","Only black faces","7641",""
"041318","21:56:39","7","783403551","4.0.10.0","Only black faces","15010",""
"041318","21:56:48","2","291323111","4.0.10.0","Both white and black faces","13822",""
"041318","21:57:02","4","931329471","4.0.10.0","Only black faces","12427",""
"041318","21:59:47","6","132134142","4.0.10.0","I don't know","10961",""
"041318","21:57:13","4","368314325","4.0.10.0","Only black faces","15191",""
"041318","16:59:27","5","917643929","4.0.10.0","Only black faces","5812",""
"041318","22:00:04","6","352023639","4.0.10.0","Only black faces","8886",""
"041318","22:00:02","7","293509812","4.0.10.0","I don't know","15928",""
"041318","16:00:14","2","636792084","4.0.10.0","Only black faces","9627",""
"041318","22:00:54","4","732229784","4.0.10.0","Both white and black faces","6071",""
"041318","22:01:29","7","952333584","4.0.10.0","Only black faces","10280",""
"041318","17:01:48","1","308076154","4.0.10.0","I don't know","10994",""
"041318","22:03:38","8","136910715","4.0.10.0","Only black faces","9075",""
"041318","22:05:47","5","636847803","4.0.10.0","I don't know","9313",""
"041318","22:07:26","1","594682551","4.0.10.0","Both white and black faces","35525",""
"041318","22:07:48","7","573713595","4.0.10.0","I don't know","13493",""
"041318","17:16:03","7","209248199","4.0.10.0","Only black faces","7945",""
"041318","22:16:43","4","427662069","4.0.10.0","I don't know","28456",""
"041318","22:17:22","4","473404454","4.0.10.0","Both white and black faces","15372",""
"041318","17:18:53","8","334319290","4.0.10.0","Both white and black faces","19355",""
"041318","17:21:17","5","359403198","4.0.10.0","Only black faces","9627",""
"041318","14:23:41","6","192468605","4.0.10.0","Only black faces","6877",""
"041318","14:24:25","2","243683755","4.0.10.0","Both white and black faces","7565",""
"041318","22:24:40","1","890183240","4.0.10.0","Only black faces","8808",""
"041318","22:27:15","5","156896642","4.0.10.0","Both white and black faces","4341",""
"041318","22:27:13","4","665775209","4.0.10.0","Only black faces","6194",""
"041318","17:27:49","6","275081757","4.0.10.0","I don't know","10220",""
"041318","17:30:42","7","352811895","4.0.10.0","Only black faces","24346",""
"041318","22:32:21","8","143542488","4.0.10.0","Both white and black faces","8546",""
"041318","17:39:19","8","442642046","4.0.10.0","Only black faces","7386",""
"041318","22:40:41","4","95719706","4.0.10.0","Only black faces","8975",""
"041318","14:40:30","5","499294609","4.0.10.0","Only black faces","24306",""
"041318","22:41:46","4","803542216","4.0.10.0","Only black faces","10550",""
"041318","15:42:16","2","341550014","4.0.10.0","Both white and black faces","4933",""
"041318","17:47:29","7","164550743","4.0.10.0","I don't know","11915",""
"041318","16:48:55","2","32599867","4.0.10.0","Both white and black faces","6473",""
"041318","22:49:48","6","989661499","4.0.10.0","Both white and black faces","8771",""
"041318","17:53:34","3","4782910","4.0.10.0","Only black faces","11721",""
"041318","17:56:23","8","121550054","4.0.10.0","Only black faces","7530",""
"041418","07:58:59","3","437966026","4.0.10.0","Only black faces","8818",""
"041318","22:59:27","1","524937811","4.0.10.0","Only black faces","12709",""
"041318","23:00:09","2","974899840","4.0.10.0","I don't know","20029",""
"041318","18:02:10","5","912437595","4.0.10.0","Only black faces","11232",""
"041318","23:02:21","5","569413659","4.0.10.0","Only black faces","9205",""
"041318","23:03:47","1","186625632","4.0.10.0","Both white and black faces","15263",""
"041318","23:04:55","8","436594691","4.0.10.0","Only black faces","14231",""
"041318","23:06:18","6","264311860","4.0.10.0","Only black faces","13960",""
"041318","15:09:59","2","491055748","4.0.10.0","Both white and black faces","10198",""
"041318","15:10:02","5","610070130","4.0.10.0","Only black faces","5954",""
"041318","18:11:29","1","170728421","4.0.10.0","Only black faces","26222",""
"041318","16:15:30","3","244725458","4.0.10.0","Only black faces","9735",""
"041318","23:17:10","3","232322329","4.0.10.0","Only black faces","14086",""
"041318","23:17:35","6","974526156","4.0.10.0","Only black faces","7382",""
"041318","23:17:29","7","479864629","4.0.10.0","Only black faces","22278",""
"041318","23:19:31","2","727574247","4.0.10.0","Only black faces","9391",""
"041318","18:21:29","5","101814106","4.0.10.0","Only black faces","8610",""
"041318","15:21:09","7","993048628","4.0.10.0","Both white and black faces","21739",""
"041318","18:22:05","1","692592044","4.0.10.0","Both white and black faces","13982",""
"041318","18:24:02","6","433564844","4.0.10.0","Only black faces","9506",""
"041318","17:25:46","5","647333306","4.0.10.0","Only black faces","10533",""
"041318","18:27:55","8","356003525","4.0.10.0","Only black faces","11041",""
"041318","23:27:25","3","396865635","4.0.10.0","Only black faces","7036",""
"041318","15:29:45","8","765420181","4.0.10.0","Only black faces","8569",""
"041318","18:30:23","7","44301785","4.0.10.0","Both white and black faces","10604",""
"041318","15:31:10","5","806795175","4.0.10.0","Only black faces","5571",""
"041318","23:32:09","4","807009309","4.0.10.0","Only black faces","4599",""
"041318","18:32:55","2","835376645","4.0.10.0","Only black faces","6425",""
"041318","18:34:18","2","432673528","4.0.10.0","Both white and black faces","13904",""
"041318","23:36:24","1","217879621","4.0.10.0","Only black faces","16042",""
"041318","23:41:41","6","263959953","4.0.10.0","Both white and black faces","16533",""
"041318","23:48:34","6","712821489","4.0.10.0","Only black faces","6701",""
"041318","23:50:13","2","971111375","4.0.10.0","Only black faces","13049",""
"041318","23:55:25","4","384369698","4.0.10.0","Only black faces","6342",""
"041318","18:56:35","6","460474350","4.0.10.0","Only black faces","9657",""
"041318","19:06:35","3","34085521","4.0.10.0","Both white and black faces","11419",""
"041418","00:07:31","7","647210487","4.0.10.0","Only black faces","22389",""
"041318","19:10:23","5","245285388","4.0.10.0","Only black faces","7941",""
"041318","16:10:33","6","470688392","4.0.10.0","Both white and black faces","12501",""
"041418","00:17:28","2","707828647","4.0.10.0","Only black faces","17840",""
"041318","19:22:54","8","978566590","4.0.10.0","Only black faces","8191",""
"041318","16:27:50","2","504483292","4.0.10.0","Only black faces","11626",""
"041318","16:29:06","2","173599777","4.0.10.0","Both white and black faces","9158",""
"041318","19:34:10","3","409119403","4.0.10.0","Only black faces","11540",""
"041318","16:34:49","7","679560096","4.0.10.0","Only black faces","6783",""
"041318","19:35:03","2","136786391","4.0.10.0","Only black faces","12107",""
"041418","00:39:30","3","949214698","4.0.10.0","Only black faces","7895",""
"041318","17:43:39","6","912610539","4.0.10.0","I don't know","9032",""
"041418","00:48:26","5","743668990","4.0.10.0","Both white and black faces","14422",""
"041318","18:51:20","7","157551057","4.0.10.0","Only black faces","5746",""
"041418","02:51:46","1","587718879","4.0.10.0","Only black faces","12066",""
"041418","00:54:04","4","913182879","4.0.10.0","Only black faces","11974",""
"041418","00:56:15","2","587659571","4.0.10.0","Only black faces","9260",""
"041318","20:01:33","4","914656232","4.0.10.0","Only black faces","9538",""
"041418","01:02:24","7","952006938","4.0.10.0","Only black faces","10574",""
"041418","10:10:11","1","413137442","4.0.10.0","Only black faces","10305",""
"041418","01:16:16","2","333916318","4.0.10.0","Only black faces","18373",""
"041318","18:24:11","3","313078267","4.0.10.0","Only black faces","7487",""
"041418","01:28:11","8","44333375","4.0.10.0","Only black faces","9325",""
"041418","01:30:32","4","303695708","4.0.10.0","Both white and black faces","11819",""
"041318","20:33:44","6","935523677","4.0.10.0","Only white faces","22646",""
"041418","08:37:49","7","166453206","4.0.10.0","I don't know","27983",""
"041318","20:48:56","5","821252036","4.0.10.0","Both white and black faces","10570",""
"041318","20:50:12","6","687742676","4.0.10.0","I don't know","9379",""
"041318","20:50:06","7","401264406","4.0.10.0","Only black faces","6568",""
"041418","01:54:13","4","520510332","4.0.10.0","Both white and black faces","7844",""
"041318","21:00:05","2","510991885","4.0.10.0","Only black faces","10400",""
"041418","11:09:49","8","888521250","4.0.10.0","I don't know","11285",""
"041318","21:18:51","5","312881666","4.0.10.0","Only black faces","9404",""
"041418","09:22:17","8","834381448","4.0.10.0","Only black faces","17226",""
"041318","21:31:09","4","668997454","4.0.10.0","Only black faces","13095",""
"041318","21:35:26","7","716051228","4.0.10.0","I don't know","24563",""
"041418","04:36:11","3","586960191","4.0.10.0","Only black faces","8522",""
"041318","21:38:30","6","229660102","4.0.10.0","Only black faces","8652",""
"041318","21:41:13","5","806773957","4.0.10.0","Only black faces","9366",""
"041318","21:44:32","8","386397022","4.0.10.0","I don't know","38790",""
"041418","11:51:33","4","992216196","4.0.10.0","Only black faces","11949",""
"041318","18:58:07","2","525360810","4.0.10.0","Only black faces","3852",""
"041318","20:59:22","3","408211722","4.0.10.0","Both white and black faces","8815",""
"041318","22:43:53","1","116265055","4.0.10.0","Only black faces","9488",""
"041318","20:04:17","2","2851922","4.0.10.0","Only black faces","9426",""
"041318","20:18:01","4","441906438","4.0.10.0","I don't know","5888",""
"041318","23:26:25","8","147373664","4.0.10.0","I don't know","11960",""
"041318","23:33:26","2","847083723","4.0.10.0","Only black faces","6959",""
"041318","20:48:11","4","277769444","4.0.10.0","Both white and black faces","46049",""
"041418","13:55:40","6","268217651","4.0.10.0","Both white and black faces","16171",""
"041418","00:17:36","7","170187213","4.0.10.0","Both white and black faces","5250",""
"041318","23:19:29","5","658011067","4.0.10.0","Only black faces","8447",""
"041418","00:27:04","6","72480024","4.0.10.0","Only black faces","18089",""
"041318","23:27:58","4","42945811","4.0.10.0","Only black faces","14874",""
"041318","21:31:22","2","751481078","4.0.10.0","Both white and black faces","5213",""
"041418","00:34:40","1","185393516","4.0.10.0","Only black faces","45025",""
"041418","00:43:48","7","39832970","4.0.10.0","Both white and black faces","4459",""
"041418","00:48:07","6","609129259","4.0.10.0","Only black faces","9302",""
"041418","05:59:42","3","722153133","4.0.10.0","Only black faces","15602",""
"041418","01:04:32","2","123554246","4.0.10.0","Only black faces","11919",""
"041418","06:12:42","1","601050101","4.0.10.0","Only black faces","8342",""
"041318","23:20:19","8","373537581","4.0.10.0","Only black faces","12245",""
"041418","01:21:59","1","439610419","4.0.10.0","Only black faces","15160",""
"041318","22:31:55","6","591972084","4.0.10.0","Only black faces","11972",""
"041318","22:43:44","4","553623186","4.0.10.0","Only black faces","6760",""
"041318","22:51:03","5","272952339","4.0.10.0","Only black faces","6308",""
"041418","06:58:10","7","791410652","4.0.10.0","Only black faces","14357",""
"041418","02:04:49","6","53128596","4.0.10.0","Only black faces","15791",""
"041418","07:09:43","3","568896474","4.0.10.0","I don't know","10989",""
"041418","01:11:56","2","692825467","4.0.10.0","Both white and black faces","12424",""
"041418","02:13:00","4","616783822","4.0.10.0","Only black faces","9969",""
"041418","07:18:09","5","301636904","4.0.10.0","Both white and black faces","12822",""
"041418","07:30:24","4","948366732","4.0.10.0","Only black faces","8343",""
"041318","23:34:03","5","473455292","4.0.10.0","Only black faces","13815",""
"041418","07:50:59","2","820929681","4.0.10.0","Both white and black faces","14819",""
"041418","00:49:35","1","208045783","4.0.10.0","Only white faces","5819",""
"041418","12:30:54","6","731902506","4.0.10.0","I don't know","11027",""
"041418","12:31:40","1","517792012","4.0.10.0","Only black faces","9445",""
"041418","12:42:21","3","645985891","4.0.10.0","Only black faces","10049",""
"041418","12:42:33","4","356499709","4.0.10.0","Only black faces","14575",""
"041418","12:50:04","4","722357365","4.0.10.0","Only black faces","10808",""
"041418","12:53:52","3","951126337","4.0.10.0","Only black faces","11427",""
"041418","12:56:13","6","169448874","4.0.10.0","Only black faces","10098",""
"041418","05:59:02","8","231468360","4.0.10.0","Only black faces","11135",""
"041418","13:01:15","3","433479376","4.0.10.0","Only black faces","9210",""
"041418","13:04:23","4","886966735","4.0.10.0","I don't know","9678",""
"041418","13:04:44","6","88378024","4.0.10.0","Only black faces","8765",""
"041418","13:07:27","2","733928976","4.0.10.0","Both white and black faces","11035",""
"041418","13:10:05","6","49810815","4.0.10.0","Only black faces","5261",""
"041418","13:12:31","1","63396024","4.0.10.0","Only black faces","10163",""
"041418","13:13:16","2","15307734","4.0.10.0","Only black faces","7474",""
"041418","06:13:24","4","18342555","4.0.10.0","Both white and black faces","13838",""
"041418","12:13:31","7","158632931","4.0.10.0","Both white and black faces","5871",""
"041418","08:14:37","3","7506370","4.0.10.0","Only black faces","10214",""
